idRecord,record,fecha,idScore,idEstadoPartida
636,15000,2013-10-08 12:14:27,636,4
637,4000,2013-10-08 12:15:54,637,1
638,3000,2013-10-08 12:17:21,638,2
639,26000,2013-10-08 12:18:48,639,1
640,12000,2013-10-08 12:20:15,640,4
641,15000,2013-10-08 12:21:42,641,4
642,15000,2013-10-08 12:23:09,642,2
643,15000,2013-10-08 12:24:36,643,3
644,21000,2013-10-08 12:26:03,644,1
645,10000,2013-10-08 12:27:30,645,4
646,11000,2013-10-08 12:28:57,646,1
647,14000,2013-10-08 12:30:24,647,2
648,1000,2013-10-08 12:31:51,648,1
649,29000,2013-10-08 12:33:18,649,2
650,17000,2013-10-08 12:34:45,650,2
651,2000,2013-10-08 12:36:12,651,1
652,11000,2013-10-08 12:37:39,652,1
653,4000,2013-10-08 12:39:06,653,2
654,15000,2013-10-08 12:40:33,654,1
655,18000,2013-10-08 12:42:00,655,4
656,30000,2013-10-08 12:43:27,656,1
657,24000,2013-10-08 12:44:54,657,2
658,11000,2013-10-08 12:46:21,658,2
659,0,2013-10-08 12:47:48,659,1
660,16000,2013-10-08 12:49:15,660,2
661,0,2013-10-08 12:50:42,661,4
662,13000,2013-10-08 12:52:09,662,2
663,11000,2013-10-08 12:53:36,663,2
664,16000,2013-10-08 12:55:03,664,2
665,24000,2013-10-08 12:56:30,665,1
666,22000,2013-10-08 12:57:57,666,4
667,5000,2013-10-08 12:59:24,667,1
668,3000,2013-10-08 13:00:51,668,2
669,16000,2013-10-08 13:02:18,669,3
670,10000,2013-10-08 13:03:45,670,1
671,16000,2013-10-08 13:05:12,671,2
672,6000,2013-10-08 13:06:39,672,2
673,25000,2013-10-08 13:08:06,673,3
674,19000,2013-10-08 13:09:33,674,4
675,20000,2013-10-08 13:11:00,675,1
676,7000,2013-10-08 13:12:27,676,3
677,2000,2013-10-08 13:13:54,677,3
678,4000,2013-10-08 13:15:21,678,2
679,4000,2013-10-08 13:16:48,679,3
680,24000,2013-10-08 13:18:15,680,4
681,23000,2013-10-08 13:19:42,681,3
682,25000,2013-10-08 13:21:09,682,4
683,18000,2013-10-08 13:22:36,683,4
684,7000,2013-10-08 13:24:03,684,1
685,17000,2013-10-08 13:25:30,685,3
686,8000,2013-10-08 13:26:57,686,1
687,28000,2013-10-08 13:28:24,687,2
688,12000,2013-10-08 13:29:51,688,3
689,2000,2013-10-08 13:31:18,689,1
690,17000,2013-10-08 13:32:45,690,3
691,5000,2013-10-08 13:34:12,691,4
692,13000,2013-10-08 13:35:39,692,2
693,14000,2013-10-08 13:37:06,693,3
694,22000,2013-10-08 13:38:33,694,3
695,6000,2013-10-08 13:40:00,695,3
696,16000,2013-10-08 13:41:27,696,4
697,1000,2013-10-08 13:42:54,697,2
698,27000,2013-10-08 13:44:21,698,3
699,8000,2013-10-08 13:45:48,699,1
700,23000,2013-10-08 13:47:15,700,4
701,22000,2013-10-08 13:48:42,701,1
702,29000,2013-10-08 13:50:09,702,3
703,15000,2013-10-08 13:51:36,703,2
704,10000,2013-10-08 13:53:03,704,3
705,12000,2013-10-08 13:54:30,705,4
706,10000,2013-10-08 13:55:57,706,3
707,22000,2013-10-08 13:57:24,707,3
708,26000,2013-10-08 13:58:51,708,1
709,9000,2013-10-08 14:00:18,709,3
710,24000,2013-10-08 14:01:45,710,3
711,2000,2013-10-08 14:03:12,711,2
712,15000,2013-10-08 14:04:39,712,1
713,20000,2013-10-08 14:06:06,713,2
714,22000,2013-10-08 14:07:33,714,4
715,16000,2013-10-08 14:09:00,715,3
716,25000,2013-10-08 14:10:27,716,1
717,16000,2013-10-08 14:11:54,717,4
718,26000,2013-10-08 14:13:21,718,1
719,4000,2013-10-08 14:14:48,719,1
720,19000,2013-10-08 14:16:15,720,3
721,4000,2013-10-08 14:17:42,721,4
722,4000,2013-10-08 14:19:09,722,4
723,21000,2013-10-08 14:20:36,723,4
724,1000,2013-10-08 14:22:03,724,1
725,17000,2013-10-08 14:23:30,725,4
726,16000,2013-10-08 14:24:57,726,3
727,5000,2013-10-08 14:26:24,727,1
728,23000,2013-10-08 14:27:51,728,4
729,12000,2013-10-08 14:29:18,729,2
730,24000,2013-10-08 14:30:45,730,4
731,30000,2013-10-08 14:32:12,731,3
732,5000,2013-10-08 14:33:39,732,3
733,12000,2013-10-08 14:35:06,733,1
734,17000,2013-10-08 14:36:33,734,3
735,7000,2013-10-08 14:38:00,735,1
736,3000,2013-10-08 14:39:27,736,2
737,4000,2013-10-08 14:40:54,737,1
738,8000,2013-10-08 14:42:21,738,4
739,7000,2013-10-08 14:43:48,739,2
740,26000,2013-10-08 14:45:15,740,4
741,5000,2013-10-08 14:46:42,741,2
742,12000,2013-10-08 14:48:09,742,2
743,13000,2013-10-08 14:49:36,743,1
744,5000,2013-10-08 14:51:03,744,4
745,20000,2013-10-08 14:52:30,745,4
746,23000,2013-10-08 14:53:57,746,3
747,18000,2013-10-08 14:55:24,747,4
748,4000,2013-10-08 14:56:51,748,4
749,29000,2013-10-08 14:58:18,749,3
750,16000,2013-10-08 14:59:45,750,1
751,28000,2013-10-08 15:01:12,751,3
752,18000,2013-10-08 15:02:39,752,1
753,27000,2013-10-08 15:04:06,753,4
754,28000,2013-10-08 15:05:33,754,1
755,5000,2013-10-08 15:07:00,755,4
756,28000,2013-10-08 15:08:27,756,2
757,6000,2013-10-08 15:09:54,757,2
758,21000,2013-10-08 15:11:21,758,3
759,15000,2013-10-08 15:12:48,759,4
760,14000,2013-10-08 15:14:15,760,1
761,26000,2013-10-08 15:15:42,761,1
762,24000,2013-10-08 15:17:09,762,2
763,4000,2013-10-08 15:18:36,763,4
764,13000,2013-10-08 15:20:03,764,1
765,20000,2013-10-08 15:21:30,765,4
766,9000,2013-10-08 15:22:57,766,3
767,19000,2013-10-08 15:24:24,767,4
768,20000,2013-10-08 15:25:51,768,3
769,24000,2013-10-08 15:27:18,769,3
770,20000,2013-10-08 15:28:45,770,4
771,12000,2013-10-08 15:30:12,771,3
772,9000,2013-10-08 15:31:39,772,3
773,27000,2013-10-08 15:33:06,773,4
774,7000,2013-10-08 15:34:33,774,2
775,26000,2013-10-08 15:36:00,775,3
776,16000,2013-10-08 15:37:27,776,3
777,29000,2013-10-08 15:38:54,777,2
778,4000,2013-10-08 15:40:21,778,1
779,7000,2013-10-08 15:41:48,779,3
780,7000,2013-10-08 15:43:15,780,4
781,16000,2013-10-08 15:44:42,781,3
782,15000,2013-10-08 15:46:09,782,1
783,14000,2013-10-08 15:47:36,783,1
784,21000,2013-10-08 15:49:03,784,1
785,24000,2013-10-08 15:50:30,785,2
786,6000,2013-10-08 15:51:57,786,1
787,27000,2013-10-08 15:53:24,787,3
788,24000,2013-10-08 15:54:51,788,4
789,15000,2013-10-08 15:56:18,789,1
790,5000,2013-10-08 15:57:45,790,2
791,23000,2013-10-08 15:59:12,791,3
792,1000,2013-10-08 16:00:39,792,3
793,0,2013-10-08 16:02:06,793,1
794,26000,2013-10-08 16:03:33,794,2
795,23000,2013-10-08 16:05:00,795,1
796,5000,2013-10-08 16:06:27,796,2
797,19000,2013-10-08 16:07:54,797,3
798,14000,2013-10-08 16:09:21,798,1
799,26000,2013-10-08 16:10:48,799,1
800,10000,2013-10-08 16:12:15,800,3
801,14000,2013-10-08 16:13:42,801,3
802,25000,2013-10-08 16:15:09,802,2
803,1000,2013-10-08 16:16:36,803,3
804,4000,2013-10-08 16:18:03,804,3
805,20000,2013-10-08 16:19:30,805,2
806,27000,2013-10-08 16:20:57,806,2
807,1000,2013-10-08 16:22:24,807,4
808,5000,2013-10-08 16:23:51,808,1
809,3000,2013-10-08 16:25:18,809,1
810,10000,2013-10-08 16:26:45,810,4
811,2000,2013-10-08 16:28:12,811,3
812,4000,2013-10-08 16:29:39,812,3
813,7000,2013-10-08 16:31:06,813,3
814,24000,2013-10-08 16:32:33,814,1
815,23000,2013-10-08 16:34:00,815,1
816,23000,2013-10-08 16:35:27,816,1
817,20000,2013-10-08 16:36:54,817,3
818,18000,2013-10-08 16:38:21,818,3
819,6000,2013-10-08 16:39:48,819,3
820,8000,2013-10-08 16:41:15,820,4
821,1000,2013-10-08 16:42:42,821,1
822,9000,2013-10-08 16:44:09,822,1
823,3000,2013-10-08 16:45:36,823,2
824,4000,2013-10-08 16:47:03,824,1
825,14000,2013-10-08 16:48:30,825,3
826,3000,2013-10-08 16:49:57,826,3
827,1000,2013-10-08 16:51:24,827,2
828,8000,2013-10-08 16:52:51,828,2
829,27000,2013-10-08 16:54:18,829,1
830,11000,2013-10-08 16:55:45,830,3
831,5000,2013-10-08 16:57:12,831,1
832,26000,2013-10-08 16:58:39,832,4
833,22000,2013-10-08 17:00:06,833,2
834,17000,2013-10-08 17:01:33,834,4
835,4000,2013-10-08 17:03:00,835,4
836,24000,2013-10-08 17:04:27,836,1
837,30000,2013-10-08 17:05:54,837,1
838,9000,2013-10-08 17:07:21,838,1
839,17000,2013-10-08 17:08:48,839,2
840,10000,2013-10-08 17:10:15,840,1
841,29000,2013-10-08 17:11:42,841,2
842,18000,2013-10-08 17:13:09,842,1
843,22000,2013-10-08 17:14:36,843,4
844,8000,2013-10-08 17:16:03,844,3
845,27000,2013-10-08 17:17:30,845,3
846,6000,2013-10-08 17:18:57,846,1
847,24000,2013-10-08 17:20:24,847,1
848,27000,2013-10-08 17:21:51,848,3
849,14000,2013-10-08 17:23:18,849,2
850,13000,2013-10-08 17:24:45,850,3
851,8000,2013-10-08 17:26:12,851,1
852,26000,2013-10-08 17:27:39,852,2
853,9000,2013-10-08 17:29:06,853,1
854,11000,2013-10-08 17:30:33,854,4
855,18000,2013-10-08 17:32:00,855,3
856,27000,2013-10-08 17:33:27,856,3
857,5000,2013-10-08 17:34:54,857,2
858,17000,2013-10-08 17:36:21,858,4
859,9000,2013-10-08 17:37:48,859,4
860,14000,2013-10-08 17:39:15,860,1
861,16000,2013-10-08 17:40:42,861,3
862,8000,2013-10-08 17:42:09,862,2
863,22000,2013-10-08 17:43:36,863,1
864,25000,2013-10-08 17:45:03,864,1
865,19000,2013-10-08 17:46:30,865,2
866,26000,2013-10-08 17:47:57,866,4
867,15000,2013-10-08 17:49:24,867,3
868,4000,2013-10-08 17:50:51,868,4
869,25000,2013-10-08 17:52:18,869,3
870,20000,2013-10-08 17:53:45,870,2
871,7000,2013-10-08 17:55:12,871,3
872,0,2013-10-08 17:56:39,872,2
873,1000,2013-10-08 17:58:06,873,3
874,9000,2013-10-08 17:59:33,874,2
875,13000,2013-10-08 18:01:00,875,4
876,17000,2013-10-08 18:02:27,876,4
877,14000,2013-10-08 18:03:54,877,4
878,7000,2013-10-08 18:05:21,878,1
879,0,2013-10-08 18:06:48,879,1
880,13000,2013-10-08 18:08:15,880,3
881,11000,2013-10-08 18:09:42,881,2
882,15000,2013-10-08 18:11:09,882,4
883,30000,2013-10-08 18:12:36,883,3
884,20000,2013-10-08 18:14:03,884,4
885,5000,2013-10-08 18:15:30,885,2
886,7000,2013-10-08 18:16:57,886,2
887,27000,2013-10-08 18:18:24,887,2
888,25000,2013-10-08 18:19:51,888,4
889,25000,2013-10-08 18:21:18,889,1
890,8000,2013-10-08 18:22:45,890,1
891,28000,2013-10-08 18:24:12,891,4
892,5000,2013-10-08 18:25:39,892,2
893,21000,2013-10-08 18:27:06,893,2
894,19000,2013-10-08 18:28:33,894,3
895,16000,2013-10-08 18:30:00,895,1
896,10000,2013-10-08 18:31:27,896,4
897,10000,2013-10-08 18:32:54,897,4
898,23000,2013-10-08 18:34:21,898,2
899,14000,2013-10-08 18:35:48,899,2
900,4000,2013-10-08 18:37:15,900,3
901,22000,2013-10-08 18:38:42,901,2
902,1000,2013-10-08 18:40:09,902,3
903,19000,2013-10-08 18:41:36,903,4
904,17000,2013-10-08 18:43:03,904,2
905,0,2013-10-08 18:44:30,905,4
906,21000,2013-10-08 18:45:57,906,4
907,21000,2013-10-08 18:47:24,907,4
908,10000,2013-10-08 18:48:51,908,2
909,10000,2013-10-08 18:50:18,909,4
910,2000,2013-10-08 18:51:45,910,4
911,0,2013-10-08 18:53:12,911,2
912,23000,2013-10-08 18:54:39,912,2
913,7000,2013-10-08 18:56:06,913,3
914,21000,2013-10-08 18:57:33,914,3
915,28000,2013-10-08 18:59:00,915,4
916,11000,2013-10-08 19:00:27,916,3
917,6000,2013-10-08 19:01:54,917,2
918,8000,2013-10-08 19:03:21,918,4
919,9000,2013-10-08 19:04:48,919,4
920,10000,2013-10-08 19:06:15,920,2
921,21000,2013-10-08 19:07:42,921,1
922,7000,2013-10-08 19:09:09,922,2
923,28000,2013-10-08 19:10:36,923,3
924,24000,2013-10-08 19:12:03,924,2
925,17000,2013-10-08 19:13:30,925,4
926,3000,2013-10-08 19:14:57,926,3
927,8000,2013-10-08 19:16:24,927,4
928,29000,2013-10-08 19:17:51,928,3
929,12000,2013-10-08 19:19:18,929,3
930,7000,2013-10-08 19:20:45,930,2
931,14000,2013-10-08 19:22:12,931,3
932,29000,2013-10-08 19:23:39,932,3
933,0,2013-10-08 19:25:06,933,2
934,16000,2013-10-08 19:26:33,934,2
935,3000,2013-10-08 19:28:00,935,4
936,19000,2013-10-08 19:29:27,936,4
937,27000,2013-10-08 19:30:54,937,4
938,5000,2013-10-08 19:32:21,938,4
939,15000,2013-10-08 19:33:48,939,4
940,2000,2013-10-08 19:35:15,940,1
941,25000,2013-10-08 19:36:42,941,1
942,20000,2013-10-08 19:38:09,942,1
943,2000,2013-10-08 19:39:36,943,3
944,19000,2013-10-08 19:41:03,944,2
945,7000,2013-10-08 19:42:30,945,4
946,24000,2013-10-08 19:43:57,946,3
947,14000,2013-10-08 19:45:24,947,4
948,11000,2013-10-08 19:46:51,948,3
949,0,2013-10-08 19:48:18,949,4
950,26000,2013-10-08 19:49:45,950,1
951,24000,2013-10-08 19:51:12,951,2
952,27000,2013-10-08 19:52:39,952,3
953,11000,2013-10-08 19:54:06,953,1
954,16000,2013-10-08 19:55:33,954,4
955,1000,2013-10-08 19:57:00,955,3
956,29000,2013-10-08 19:58:27,956,4
957,25000,2013-10-08 19:59:54,957,3
958,30000,2013-10-08 20:01:21,958,4
959,5000,2013-10-08 20:02:48,959,3
960,12000,2013-10-08 20:04:15,960,2
961,14000,2013-10-08 20:05:42,961,1
962,3000,2013-10-08 20:07:09,962,4
963,29000,2013-10-08 20:08:36,963,3
964,14000,2013-10-08 20:10:03,964,4
965,13000,2013-10-08 20:11:30,965,2
966,1000,2013-10-08 20:12:57,966,1
967,24000,2013-10-08 20:14:24,967,4
968,29000,2013-10-08 20:15:51,968,1
969,1000,2013-10-08 20:17:18,969,2
970,2000,2013-10-08 20:18:45,970,1
971,3000,2013-10-08 20:20:12,971,1
972,29000,2013-10-08 20:21:39,972,4
973,18000,2013-10-08 20:23:06,973,4
974,26000,2013-10-08 20:24:33,974,4
975,17000,2013-10-08 20:26:00,975,2
976,6000,2013-10-08 20:27:27,976,1
977,14000,2013-10-08 20:28:54,977,2
978,0,2013-10-08 20:30:21,978,2
979,25000,2013-10-08 20:31:48,979,2
980,11000,2013-10-08 20:33:15,980,2
981,24000,2013-10-08 20:34:42,981,2
982,15000,2013-10-08 20:36:09,982,3
983,11000,2013-10-08 20:37:36,983,2
984,24000,2013-10-08 20:39:03,984,2
985,28000,2013-10-08 20:40:30,985,4
986,16000,2013-10-08 20:41:57,986,1
987,26000,2013-10-08 20:43:24,987,2
988,29000,2013-10-08 20:44:51,988,2
989,13000,2013-10-08 20:46:18,989,4
990,7000,2013-10-08 20:47:45,990,1
991,1000,2013-10-08 20:49:12,991,2
992,1000,2013-10-08 20:50:39,992,3
993,23000,2013-10-08 20:52:06,993,1
994,28000,2013-10-08 20:53:33,994,3
995,16000,2013-10-08 20:55:00,995,2
996,25000,2013-10-08 20:56:27,996,2
997,21000,2013-10-08 20:57:54,997,2
998,28000,2013-10-08 20:59:21,998,1
999,23000,2013-10-08 21:00:48,999,3
1000,15000,2013-10-08 21:02:15,1000,3
1001,17000,2013-10-08 08:58:42,1001,1
1002,21000,2013-10-08 09:00:09,1002,2
1003,16000,2013-10-08 09:01:36,1003,3
1004,27000,2013-10-08 09:03:03,1004,4
1005,13000,2013-10-08 09:04:30,1005,1
1006,30000,2013-10-08 09:05:57,1006,2
1007,17000,2013-10-08 09:07:24,1007,1
1008,30000,2013-10-08 09:08:51,1008,2
1009,2000,2013-10-08 09:10:18,1009,4
1010,27000,2013-10-08 09:11:45,1010,3
1011,5000,2013-10-08 09:13:12,1011,3
1012,28000,2013-10-08 09:14:39,1012,4
1013,0,2013-10-08 09:16:06,1013,4
1014,28000,2013-10-08 09:17:33,1014,4
1015,17000,2013-10-08 09:19:00,1015,2
1016,14000,2013-10-08 09:20:27,1016,1
1017,14000,2013-10-08 09:21:54,1017,1
1018,17000,2013-10-08 09:23:21,1018,1
1019,25000,2013-10-08 09:24:48,1019,2
1020,30000,2013-10-08 09:26:15,1020,2
1021,17000,2013-10-08 09:27:42,1021,4
1022,23000,2013-10-08 09:29:09,1022,1
1023,30000,2013-10-08 09:30:36,1023,4
1024,12000,2013-10-08 09:32:03,1024,1
1025,20000,2013-10-08 09:33:30,1025,2
1026,20000,2013-10-08 09:34:57,1026,4
1027,30000,2013-10-08 09:36:24,1027,3
1028,21000,2013-10-08 09:37:51,1028,4
1029,13000,2013-10-08 09:39:18,1029,3
1030,24000,2013-10-08 09:40:45,1030,1
1031,1000,2013-10-08 09:42:12,1031,1
1032,4000,2013-10-08 09:43:39,1032,3
1033,13000,2013-10-08 09:45:06,1033,3
1034,16000,2013-10-08 09:46:33,1034,1
1035,4000,2013-10-08 09:48:00,1035,3
1036,16000,2013-10-08 09:49:27,1036,3
1037,15000,2013-10-08 09:50:54,1037,2
1038,24000,2013-10-08 09:52:21,1038,3
1039,1000,2013-10-08 09:53:48,1039,1
1040,17000,2013-10-08 09:55:15,1040,3
1041,14000,2013-10-08 09:56:42,1041,1
1042,16000,2013-10-08 09:58:09,1042,2
1043,25000,2013-10-08 09:59:36,1043,1
1044,13000,2013-10-08 10:01:03,1044,2
1045,25000,2013-10-08 10:02:30,1045,1
1046,9000,2013-10-08 10:03:57,1046,4
1047,14000,2013-10-08 10:05:24,1047,2
1048,12000,2013-10-08 10:06:51,1048,4
1049,4000,2013-10-08 10:08:18,1049,4
1050,4000,2013-10-08 10:09:45,1050,2
1051,14000,2013-10-08 10:11:12,1051,3
1052,30000,2013-10-08 10:12:39,1052,4
1053,29000,2013-10-08 10:14:06,1053,4
1054,14000,2013-10-08 10:15:33,1054,4
1055,29000,2013-10-08 10:17:00,1055,1
1056,21000,2013-10-08 10:18:27,1056,2
1057,8000,2013-10-08 10:19:54,1057,1
1058,26000,2013-10-08 10:21:21,1058,1
1059,12000,2013-10-08 10:22:48,1059,2
1060,12000,2013-10-08 10:24:15,1060,1
1061,16000,2013-10-08 10:25:42,1061,3
1062,3000,2013-10-08 10:27:09,1062,4
1063,4000,2013-10-08 10:28:36,1063,2
1064,27000,2013-10-08 10:30:03,1064,2
1065,13000,2013-10-08 10:31:30,1065,1
1066,18000,2013-10-08 10:32:57,1066,4
1067,21000,2013-10-08 10:34:24,1067,3
1068,26000,2013-10-08 10:35:51,1068,3
1069,9000,2013-10-08 10:37:18,1069,2
1070,18000,2013-10-08 10:38:45,1070,2
1071,11000,2013-10-08 10:40:12,1071,2
1072,21000,2013-10-08 10:41:39,1072,3
1073,15000,2013-10-08 10:43:06,1073,3
1074,24000,2013-10-08 10:44:33,1074,4
1075,26000,2013-10-08 10:46:00,1075,1
1076,4000,2013-10-08 10:47:27,1076,2
1077,27000,2013-10-08 10:48:54,1077,2
1078,12000,2013-10-08 10:50:21,1078,1
1079,23000,2013-10-08 10:51:48,1079,2
1080,11000,2013-10-08 10:53:15,1080,1
1081,9000,2013-10-08 10:54:42,1081,4
1082,1000,2013-10-08 10:56:09,1082,1
1083,15000,2013-10-08 10:57:36,1083,4
1084,19000,2013-10-08 10:59:03,1084,4
1085,7000,2013-10-08 11:00:30,1085,2
1086,2000,2013-10-08 11:01:57,1086,3
1087,16000,2013-10-08 11:03:24,1087,4
1088,9000,2013-10-08 11:04:51,1088,1
1089,10000,2013-10-08 11:06:18,1089,1
1090,29000,2013-10-08 11:07:45,1090,1
1091,8000,2013-10-08 11:09:12,1091,1
1092,18000,2013-10-08 11:10:39,1092,1
1093,11000,2013-10-08 11:12:06,1093,1
1094,7000,2013-10-08 11:13:33,1094,1
1095,9000,2013-10-08 11:15:00,1095,3
1096,9000,2013-10-08 11:16:27,1096,3
1097,16000,2013-10-08 11:17:54,1097,2
1098,19000,2013-10-08 11:19:21,1098,1
1099,8000,2013-10-08 11:20:48,1099,2
1100,26000,2013-10-08 11:22:15,1100,3
1101,15000,2013-10-08 11:23:42,1101,4
1102,4000,2013-10-08 11:25:09,1102,1
1103,22000,2013-10-08 11:26:36,1103,2
1104,3000,2013-10-08 11:28:03,1104,1
1105,16000,2013-10-08 11:29:30,1105,1
1106,8000,2013-10-08 11:30:57,1106,4
1107,6000,2013-10-08 11:32:24,1107,4
1108,30000,2013-10-08 11:33:51,1108,3
1109,27000,2013-10-08 11:35:18,1109,1
1110,22000,2013-10-08 11:36:45,1110,1
1111,25000,2013-10-08 11:38:12,1111,1
1112,24000,2013-10-08 11:39:39,1112,2
1113,12000,2013-10-08 11:41:06,1113,2
1114,12000,2013-10-08 11:42:33,1114,3
1115,21000,2013-10-08 11:44:00,1115,2
1116,5000,2013-10-08 11:45:27,1116,1
1117,6000,2013-10-08 11:46:54,1117,2
1118,7000,2013-10-08 11:48:21,1118,4
1119,23000,2013-10-08 11:49:48,1119,2
1120,0,2013-10-08 11:51:15,1120,2
1121,13000,2013-10-08 11:52:42,1121,2
1122,2000,2013-10-08 11:54:09,1122,3
1123,5000,2013-10-08 11:55:36,1123,1
1124,6000,2013-10-08 11:57:03,1124,1
1125,8000,2013-10-08 11:58:30,1125,4
1126,7000,2013-10-08 11:59:57,1126,1
1127,29000,2013-10-08 12:01:24,1127,1
1128,14000,2013-10-08 12:02:51,1128,2
1129,13000,2013-10-08 12:04:18,1129,4
1130,30000,2013-10-08 12:05:45,1130,1
1131,4000,2013-10-08 12:07:12,1131,1
1132,10000,2013-10-08 12:08:39,1132,2
1133,15000,2013-10-08 12:10:06,1133,3
1134,10000,2013-10-08 12:11:33,1134,2
1135,28000,2013-10-08 12:13:00,1135,2
1136,16000,2013-10-08 12:14:27,1136,2
1137,19000,2013-10-08 12:15:54,1137,3
1138,29000,2013-10-08 12:17:21,1138,4
1139,20000,2013-10-08 12:18:48,1139,1
1140,26000,2013-10-08 12:20:15,1140,4
1141,2000,2013-10-08 12:21:42,1141,1
1142,2000,2013-10-08 12:23:09,1142,1
1143,4000,2013-10-08 12:24:36,1143,3
1144,10000,2013-10-08 12:26:03,1144,3
1145,13000,2013-10-08 12:27:30,1145,2
1146,22000,2013-10-08 12:28:57,1146,3
1147,16000,2013-10-08 12:30:24,1147,1
1148,29000,2013-10-08 12:31:51,1148,1
1149,19000,2013-10-08 12:33:18,1149,2
1150,8000,2013-10-08 12:34:45,1150,3
1151,19000,2013-10-08 12:36:12,1151,4
1152,27000,2013-10-08 12:37:39,1152,2
1153,13000,2013-10-08 12:39:06,1153,4
1154,2000,2013-10-08 12:40:33,1154,1
1155,0,2013-10-08 12:42:00,1155,4
1156,1000,2013-10-08 12:43:27,1156,1
1157,1000,2013-10-08 12:44:54,1157,1
1158,3000,2013-10-08 12:46:21,1158,1
1159,20000,2013-10-08 12:47:48,1159,2
1160,23000,2013-10-08 12:49:15,1160,1
1161,24000,2013-10-08 12:50:42,1161,2
1162,21000,2013-10-08 12:52:09,1162,2
1163,16000,2013-10-08 12:53:36,1163,3
1164,10000,2013-10-08 12:55:03,1164,1
1165,29000,2013-10-08 12:56:30,1165,3
1166,21000,2013-10-08 12:57:57,1166,3
1167,13000,2013-10-08 12:59:24,1167,3
1168,26000,2013-10-08 13:00:51,1168,4
1169,13000,2013-10-08 13:02:18,1169,4
1170,29000,2013-10-08 13:03:45,1170,2
1171,26000,2013-10-08 13:05:12,1171,4
1172,17000,2013-10-08 13:06:39,1172,4
1173,3000,2013-10-08 13:08:06,1173,3
1174,1000,2013-10-08 13:09:33,1174,4
1175,3000,2013-10-08 13:11:00,1175,4
1176,27000,2013-10-08 13:12:27,1176,4
1177,9000,2013-10-08 13:13:54,1177,3
1178,7000,2013-10-08 13:15:21,1178,4
1179,7000,2013-10-08 13:16:48,1179,3
1180,30000,2013-10-08 13:18:15,1180,1
1181,6000,2013-10-08 13:19:42,1181,3
1182,23000,2013-10-08 13:21:09,1182,3
1183,6000,2013-10-08 13:22:36,1183,3
1184,15000,2013-10-08 13:24:03,1184,3
1185,15000,2013-10-08 13:25:30,1185,2
1186,3000,2013-10-08 13:26:57,1186,2
1187,12000,2013-10-08 13:28:24,1187,3
1188,7000,2013-10-08 13:29:51,1188,3
1189,10000,2013-10-08 13:31:18,1189,2
1190,9000,2013-10-08 13:32:45,1190,2
1191,4000,2013-10-08 13:34:12,1191,1
1192,11000,2013-10-08 13:35:39,1192,2
1193,24000,2013-10-08 13:37:06,1193,3
1194,8000,2013-10-08 13:38:33,1194,1
1195,6000,2013-10-08 13:40:00,1195,1
1196,6000,2013-10-08 13:41:27,1196,2
1197,27000,2013-10-08 13:42:54,1197,4
1198,1000,2013-10-08 13:44:21,1198,1
1199,17000,2013-10-08 13:45:48,1199,3
1200,24000,2013-10-08 13:47:15,1200,1
1201,29000,2013-10-08 13:48:42,1201,4
1202,13000,2013-10-08 13:50:09,1202,2
1203,16000,2013-10-08 13:51:36,1203,3
1204,28000,2013-10-08 13:53:03,1204,4
1205,0,2013-10-08 13:54:30,1205,1
1206,10000,2013-10-08 13:55:57,1206,1
1207,12000,2013-10-08 13:57:24,1207,3
1208,18000,2013-10-08 13:58:51,1208,1
1209,10000,2013-10-08 14:00:18,1209,4
1210,6000,2013-10-08 14:01:45,1210,3
1211,4000,2013-10-08 14:03:12,1211,2
1212,30000,2013-10-08 14:04:39,1212,1
1213,11000,2013-10-08 14:06:06,1213,1
1214,4000,2013-10-08 14:07:33,1214,4
1215,17000,2013-10-08 14:09:00,1215,4
1216,0,2013-10-08 14:10:27,1216,3
1217,25000,2013-10-08 14:11:54,1217,2
1218,28000,2013-10-08 14:13:21,1218,2
1219,4000,2013-10-08 14:14:48,1219,4
1220,7000,2013-10-08 14:16:15,1220,1
1221,1000,2013-10-08 14:17:42,1221,3
1222,10000,2013-10-08 14:19:09,1222,2
1223,8000,2013-10-08 14:20:36,1223,4
1224,19000,2013-10-08 14:22:03,1224,3
1225,25000,2013-10-08 14:23:30,1225,4
1226,6000,2013-10-08 14:24:57,1226,4
1227,8000,2013-10-08 14:26:24,1227,1
1228,30000,2013-10-08 14:27:51,1228,3
1229,7000,2013-10-08 14:29:18,1229,1
1230,17000,2013-10-08 14:30:45,1230,4
1231,2000,2013-10-08 14:32:12,1231,3
1232,10000,2013-10-08 14:33:39,1232,4
1233,1000,2013-10-08 14:35:06,1233,2
1234,8000,2013-10-08 14:36:33,1234,1
1235,2000,2013-10-08 14:38:00,1235,2
1236,12000,2013-10-08 14:39:27,1236,1
1237,2000,2013-10-08 14:40:54,1237,3
1238,18000,2013-10-08 14:42:21,1238,2
1239,20000,2013-10-08 14:43:48,1239,1
1240,30000,2013-10-08 14:45:15,1240,2
1241,2000,2013-10-08 14:46:42,1241,1
1242,13000,2013-10-08 14:48:09,1242,2
1243,11000,2013-10-08 14:49:36,1243,2
1244,30000,2013-10-08 14:51:03,1244,3
1245,17000,2013-10-08 14:52:30,1245,3
1246,13000,2013-10-08 14:53:57,1246,3
1247,5000,2013-10-08 14:55:24,1247,4
1248,16000,2013-10-08 14:56:51,1248,1
